region,disaggregation,disagg.value,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019,adult_anaemia_2000,adult_anaemia_2001,adult_anaemia_2002,adult_anaemia_2003,adult_anaemia_2004,adult_anaemia_2005,adult_anaemia_2006,adult_anaemia_2007,adult_anaemia_2008,adult_anaemia_2009,adult_anaemia_2010,adult_anaemia_2011,adult_anaemia_2012,adult_anaemia_2013,adult_anaemia_2014,adult_anaemia_2015,adult_anaemia_2016,adult_anaemia_2017,adult_anaemia_2018,adult_anaemia_2019,adult_blood_pressure_2000,adult_blood_pressure_2001,adult_blood_pressure_2002,adult_blood_pressure_2003,adult_blood_pressure_2004,adult_blood_pressure_2005,adult_blood_pressure_2006,adult_blood_pressure_2007,adult_blood_pressure_2008,adult_blood_pressure_2009,adult_blood_pressure_2010,adult_blood_pressure_2011,adult_blood_pressure_2012,adult_blood_pressure_2013,adult_blood_pressure_2014,adult_blood_pressure_2015,adult_blood_pressure_2019,adult_diabetes_2000,adult_diabetes_2001,adult_diabetes_2002,adult_diabetes_2003,adult_diabetes_2004,adult_diabetes_2005,adult_diabetes_2006,adult_diabetes_2007,adult_diabetes_2008,adult_diabetes_2009,adult_diabetes_2010,adult_diabetes_2011,adult_diabetes_2012,adult_diabetes_2013,adult_diabetes_2014,adult_diabetes_2019,adult_obesity_2000,adult_obesity_2001,adult_obesity_2002,adult_obesity_2003,adult_obesity_2004,adult_obesity_2005,adult_obesity_2006,adult_obesity_2007,adult_obesity_2008,adult_obesity_2009,adult_obesity_2010,adult_obesity_2011,adult_obesity_2012,adult_obesity_2013,adult_obesity_2014,adult_obesity_2015,adult_obesity_2016,adult_obesity_2019,adult_overweight_2000,adult_overweight_2001,adult_overweight_2002,adult_overweight_2003,adult_overweight_2004,adult_overweight_2005,adult_overweight_2006,adult_overweight_2007,adult_overweight_2008,adult_overweight_2009,adult_overweight_2010,adult_overweight_2011,adult_overweight_2012,adult_overweight_2013,adult_overweight_2014,adult_overweight_2015,adult_overweight_2016,adult_overweight_2019,adult_underweight_2000,adult_underweight_2001,adult_underweight_2002,adult_underweight_2003,adult_underweight_2004,adult_underweight_2005,adult_underweight_2006,adult_underweight_2007,adult_underweight_2008,adult_underweight_2009,adult_underweight_2010,adult_underweight_2011,adult_underweight_2012,adult_underweight_2013,adult_underweight_2014,adult_underweight_2015,adult_underweight_2016,adult_underweight_2019,lbw_2000,lbw_2001,lbw_2002,lbw_2003,lbw_2004,lbw_2005,lbw_2006,lbw_2007,lbw_2008,lbw_2009,lbw_2010,lbw_2011,lbw_2012,lbw_2013,lbw_2014,lbw_2015,overweight_2000,overweight_2005,overweight_2010,overweight_2011,overweight_2012,overweight_2013,overweight_2014,overweight_2015,overweight_2016,overweight_2017,overweight_2018,overweight_2019,overweight_2020,Risk_factor_all-rf_2000,Risk_factor_all-rf_2010,Risk_factor_all-rf_2015,Risk_factor_all-rf_2018,Risk_factor_diet_2000,Risk_factor_diet_2010,Risk_factor_diet_2015,Risk_factor_diet_2018,Risk_factor_fruits_2000,Risk_factor_fruits_2010,Risk_factor_fruits_2015,Risk_factor_fruits_2018,Risk_factor_legumes_2000,Risk_factor_legumes_2010,Risk_factor_legumes_2015,Risk_factor_legumes_2018,Risk_factor_nuts_seeds_2000,Risk_factor_nuts_seeds_2010,Risk_factor_nuts_seeds_2015,Risk_factor_nuts_seeds_2018,Risk_factor_obese_2000,Risk_factor_obese_2010,Risk_factor_obese_2015,Risk_factor_obese_2018,Risk_factor_overweight_2000,Risk_factor_overweight_2010,Risk_factor_overweight_2015,Risk_factor_overweight_2018,Risk_factor_prc_meat_2000,Risk_factor_prc_meat_2010,Risk_factor_prc_meat_2015,Risk_factor_prc_meat_2018,Risk_factor_red_meat_2000,Risk_factor_red_meat_2010,Risk_factor_red_meat_2015,Risk_factor_red_meat_2018,Risk_factor_SSBs_2000,Risk_factor_SSBs_2010,Risk_factor_SSBs_2015,Risk_factor_SSBs_2018,Risk_factor_underweight_2000,Risk_factor_underweight_2010,Risk_factor_underweight_2015,Risk_factor_underweight_2018,Risk_factor_vegetables_2000,Risk_factor_vegetables_2010,Risk_factor_vegetables_2015,Risk_factor_vegetables_2018,Risk_factor_weight_2000,Risk_factor_weight_2010,Risk_factor_weight_2015,Risk_factor_weight_2018,Risk_factor_whole_grains_2000,Risk_factor_whole_grains_2010,Risk_factor_whole_grains_2015,Risk_factor_whole_grains_2018,stunting_2000,stunting_2005,stunting_2010,stunting_2011,stunting_2012,stunting_2013,stunting_2014,stunting_2015,stunting_2016,stunting_2017,stunting_2018,stunting_2019,stunting_2020,wasting_2020
Northern America,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897956,810319,859320,917121,654362,565876,601446,636425,127442,116727,126094,133286,124160,103406,106933,113708,84881,38195,33917,25038,351462,325768,345078,372538,80749,71866,74416,79821,73623,65418,74298,77224,41852,30011,26825,33109,42790,21839,28159,26930,5826,6709,7427,7680,171063,156865,168331,179845,438036,404342,426920,460038,211064,191381,203748,217534,,,,,,,,,,,,,,
Northern America,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251794,270026,293814,315193,162363,174100,190207,203278,38215,40802,44674,47350,,,,,,,,,89632,96144,103981,112163,19333,20991,22719,24393,4122,4379,5181,5409,2923,2535,2394,2920,,,,,520,602,657,687,64838,69677,76580,81973,109485,117737,127357,137243,74217,79378,86318,92457,,,,,,,,,,,,,,
Northern America,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491953,394787,410423,434895,414673,324187,337531,354540,49288,40628,42457,45037,124160,103406,106933,113708,84881,38195,33917,25038,170117,139481,145418,156385,51545,42806,44234,47238,51708,44038,49887,51694,28488,19548,17400,21404,35235,17155,22558,21382,1050,931,960,1002,106225,87188,91751,97872,222712,183217,190612,204625,136847,112004,117429,125077,,,,,,,,,,,,,,
Northern America,Cause,Resp_Dis,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21466,24968,28494,30617,,,,,,,,,,,,,,,,,23200,26634,30375,32791,-5035,-5946,-6711,-7151,,,,,,,,,,,,,3301,4280,4829,4977,,,,,21466,24968,28494,30617,,,,,,,,,,,,,,,,,,
Northern America,Cause,Stroke,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79271,69921,76733,81615,52180,45672,50377,53394,39939,35297,38963,40899,,,,,,,,,30575,27091,29584,31743,5832,5206,5661,6015,9418,8683,10436,10747,6361,4609,4208,5265,,,,,954,896,980,1014,,,,,37362,33193,36226,38772,,,,,,,,,,,,,,,,,,
Northern America,Cause,T2DM,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53472,50617,49857,54802,18264,15151,15907,17063,,,,,,,,,,,,,37938,36417,35720,39456,9075,8810,8512,9325,8375,8318,8794,9374,4081,3319,2823,3519,7556,4684,5601,5549,0,0,0,0,,,,,47012,45227,44232,48781,,,,,,,,,,,,,,,,,,
Northern America,pregnancy,All women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,7.83,7.82,7.9,7.99,8.16,8.43,8.7,8.88,9.15,9.42,9.7,9.88,10.17,10.36,10.56,10.85,11.05,11.35,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,pregnancy,Non-pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,7.82,7.8,7.89,7.97,8.15,8.41,8.59,8.86,9.13,9.31,9.68,9.87,10.15,10.34,10.54,10.83,11.03,11.33,11.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,pregnancy,Pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,9.81,9.7,9.68,9.67,9.75,9.83,10.01,10.1,10.28,10.46,10.64,10.83,10.93,11.13,11.23,11.43,11.53,11.74,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Both,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.9,8.6,8.7,8.8,8.9,8.9,9,9,9.1,9.1,9.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.8,2.7,2.7,2.8,2.8,2.9,2.9,3,3,3.1,3.1,3.2,0.2
Northern America,sex,Boys,Burden of malnutrition,16.8,17.35,17.86,18.35,18.81,19.24,19.64,20.01,20.36,20.69,20.99,21.28,21.55,21.81,22.06,22.31,22.56,,35.79,36.52,37.21,37.85,38.45,39,39.51,40,40.45,40.87,41.26,41.63,41.99,42.33,42.66,42.99,43.32,,0.95,0.94,0.93,0.93,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.94,0.94,0.95,0.95,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Boys Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,22.56,23.49,,,,,,,,,,,,,,,,,43.32,44.52,,,,,,,,,,,,,,,,,0.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Female,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24,13.02,12.81,12.6,12.39,12.19,12.01,11.83,11.65,11.47,11.31,11.15,11,10.85,10.71,10.57,,5.62,5.69,5.75,5.8,5.85,5.89,5.93,5.96,6,6.03,6.07,6.12,6.16,6.21,6.26,,26.3,26.98,27.65,28.29,28.94,29.56,30.18,30.8,31.4,31.99,32.59,33.19,33.78,34.38,34.97,35.57,36.17,,53.28,53.99,54.67,55.34,55.97,56.59,57.2,57.78,58.36,58.92,59.48,60.02,60.57,61.1,61.63,62.16,62.68,,2.46,2.41,2.36,2.32,2.27,2.24,2.2,2.17,2.14,2.11,2.08,2.05,2.03,2,1.98,1.95,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Female Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,10.03,,,,,,,,,,,,,,,6.26,6.68,,,,,,,,,,,,,,,,,36.17,39.37,,,,,,,,,,,,,,,,,62.68,64.3,,,,,,,,,,,,,,,,,1.93,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Girls,Burden of malnutrition,14.63,15.05,15.44,15.81,16.14,16.44,16.72,16.97,17.2,17.41,17.61,17.8,17.98,18.15,18.32,18.48,18.65,,33.85,34.4,34.9,35.36,35.77,36.14,36.46,36.76,37.02,37.27,37.49,37.7,37.9,38.09,38.28,38.46,38.65,,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Girls Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,18.65,19.26,,,,,,,,,,,,,,,,,38.65,39.34,,,,,,,,,,,,,,,,,0.43,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Male,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04,17.78,17.54,17.32,17.12,16.95,16.8,16.64,16.47,16.29,16.11,15.94,15.78,15.63,15.48,15.34,,6.94,7.05,7.15,7.24,7.33,7.41,7.49,7.56,7.62,7.67,7.72,7.79,7.84,7.9,7.97,,23.6,24.35,25.07,25.8,26.5,27.21,27.91,28.6,29.29,29.98,30.66,31.35,32.04,32.73,33.43,34.13,34.84,,63.47,64.17,64.84,65.49,66.12,66.72,67.3,67.87,68.41,68.95,69.47,69.98,70.48,70.98,71.47,71.96,72.44,,0.89,0.87,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.71,0.69,0.67,0.66,0.64,0.63,0.62,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern America,sex,Male Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.34,14.83,,,,,,,,,,,,,,,7.97,8.66,,,,,,,,,,,,,,,,,34.84,38.31,,,,,,,,,,,,,,,,,72.44,73.92,,,,,,,,,,,,,,,,,0.6,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Europe,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318854,259502,260711,271804,244231,194362,196304,205540,55226,44826,44779,46623,40805,31559,28271,29934,40499,25703,24222,24568,99378,81101,79913,82325,33896,27225,26606,27650,36840,35063,34476,36727,18261,17625,17510,18578,5703,3202,3931,4143,2296,2434,2622,2748,72549,54519,55862,58725,135570,110759,109140,112723,51126,37455,42677,44964,,,,,,,,,,,,,,
Northern Europe,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86269,85377,92780,97154,56917,53972,60133,63345,14450,14571,15580,16319,,,,,,,,,24843,25302,26398,27186,8363,8705,9202,9582,2301,2856,3061,3265,1325,1534,1668,1768,,,,,208,235,259,274,27388,25891,28184,29740,33414,34242,35858,37042,19818,17556,21154,22374,,,,,,,,,,,,,,
Northern Europe,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178309,128200,122444,127338,150617,108130,103927,108395,18658,13314,12663,13146,40805,31559,28271,29934,40499,25703,24222,24568,52092,36742,34499,35511,22125,16041,15209,15783,25891,23405,22667,24173,12267,11383,11102,11778,5239,2852,3494,3673,375,297,291,306,45161,28628,27678,28985,74591,53080,49999,51599,31308,19900,21523,22590,,,,,,,,,,,,,,
Northern Europe,Cause,Resp_Dis,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216,4409,4805,4963,,,,,,,,,,,,,,,,,4972,5049,5475,5651,-1962,-2099,-2300,-2397,,,,,,,,,,,,,1206,1459,1630,1709,,,,,4216,4409,4805,4963,,,,,,,,,,,,,,,,,,
Northern Europe,Cause,Stroke,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42782,34534,33617,34889,30637,25331,24857,25935,22118,16941,16536,17158,,,,,,,,,13111,10009,9548,9779,3570,2815,2711,2796,7050,6987,6895,7311,4015,3986,3986,4228,,,,,508,443,441,460,,,,,17188,13266,12700,13035,,,,,,,,,,,,,,,,,,
Northern Europe,Cause,T2DM,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7278,6982,7064,7459,2530,2680,2812,2999,,,,,,,,,,,,,4362,4000,3993,4198,1800,1763,1784,1885,1598,1814,1854,1978,654,723,753,805,464,350,437,470,0,0,0,0,,,,,6161,5763,5777,6083,,,,,,,,,,,,,,,,,,
Northern Europe,pregnancy,All women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.16,10.93,10.78,10.63,10.54,10.47,10.41,10.36,10.38,10.35,10.4,10.47,10.55,10.62,10.78,10.95,11.15,11.41,11.68,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Europe,pregnancy,Non-pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96,10.74,10.59,10.45,10.36,10.28,10.22,10.17,10.2,10.16,10.21,10.27,10.36,10.44,10.6,10.77,10.95,11.23,11.5,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Europe,pregnancy,Pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39,17.06,16.75,16.52,16.34,16.17,16.03,15.96,15.89,15.84,15.86,15.91,15.98,15.98,16.13,16.21,16.44,16.61,16.77,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Europe,sex,Both,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.8,7.3,7.4,7.5,7.7,7.7,7.8,7.9,8,8.1,8.2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4,3.6,3.5,3.4,3.3,3.2,3.2,3.1,3.1,3,3,2.9,
Northern Europe,sex,Boys,Burden of malnutrition,7.64,7.91,8.17,8.42,8.65,8.87,9.07,9.26,9.43,9.59,9.73,9.87,9.99,10.12,10.23,10.35,10.48,,25.23,25.67,26.11,26.52,26.91,27.26,27.58,27.87,28.13,28.37,28.58,28.77,28.94,29.11,29.26,29.41,29.56,,1.07,1.07,1.07,1.07,1.07,1.07,1.08,1.08,1.09,1.09,1.1,1.11,1.12,1.12,1.14,1.15,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
